ERR,57633990,7204248
OK,28843967,3605495
OK,19227546,2403443
ERR,14422567,1802820
OK,11539953,1442494
OK,9619828,1202478
OK,8248049,1031006
OK,7217746,902218
ERR,6418626,802328
OK,5778800,722350
ERR,5254585,656823
ERR,4819091,602386
ERR,4455150,556893
ERR,4136580,517072
ERR,3862509,482813
ERR,3621938,452742
ERR,3410274,426284
ERR,3219943,402492
ERR,3052278,381534
ERR,2900113,362514
ERR,2764485,345560
ERR,2638746,329843
ERR,2524192,315524
ERR,2422545,302818
ERR,2325620,290702
ERR,2237918,279739
ERR,2155122,269390
ERR,2078456,259807
ERR,2009420,251177
ERR,1944254,243031
ERR,1880311,235038
ERR,1822701,227837
ERR,1766849,220856
ERR,1716424,214553
ERR,1669295,208661
ERR,1622685,202835
ERR,1579259,197407
ERR,1537055,192131
ERR,1500649,187581
ERR,1462316,182789
ERR,1426316,178289
ERR,1394928,174366
ERR,1361836,170229
ERR,1332854,166606
ERR,1307299,163412
ERR,1273725,159215
ERR,1245707,155713
ERR,1220096,152512
ERR,1197467,149683
ERR,1171320,146415
ERR,1151060,143882
ERR,1127635,140954
ERR,1107172,138396
ERR,1086301,135787
ERR,1067376,133422
ERR,1049006,131125
ERR,1030265,128783
OK,1011265,126408
ERR,993044,124130
ERR,976507,122063
ERR,964710,120588
ERR,946599,118324
ERR,930859,116357
ERR,916248,114531
OK,903285,112910
ERR,888915,111114
ERR,877082,109635
ERR,864397,108049
ERR,852360,106545
ERR,841286,105160
ERR,829083,103635
ERR,817713,102214
ERR,805602,100700
ERR,794490,99311
ERR,785657,98207
ERR,774083,96760
OK,764806,95600
OK,754602,94325
ERR,745954,93244
ERR,737842,92230
ERR,726954,90869
ERR,719084,89885
ERR,711806,88975
OK,701862,87732
ERR,695417,86927
ERR,686436,85804
ERR,678547,84818
OK,671585,83948
OK,663085,82885
ERR,656270,82033
ERR,648696,81087
ERR,642289,80286
OK,635696,79462
ERR,628974,78621
ERR,623530,77941
OK,632344,79043
OK,610492,76311
ERR,605659,75707
ERR,597641,74705
OK,590549,73818
ERR,587585,73448
ERR,582697,72837
OK,575363,71920
OK,569938,71242
ERR,565364,70670
OK,558160,69770
OK,554568,69321
ERR,550326,68790
OK,545753,68219
OK,540623,67577
ERR,535864,66983
OK,531160,66395
ERR,527327,65915
ERR,522697,65337
OK,517957,64744
ERR,513401,64175
OK,507791,63473
OK,503383,62922
ERR,501086,62635
OK,496605,62075
ERR,493050,61631
ERR,488383,61047
OK,485735,60716
ERR,481291,60161
OK,475883,59485
ERR,473513,59189
OK,468754,58594
OK,466346,58293
ERR,461958,57744
OK,459439,57429
ERR,454957,56869
OK,453365,56670
ERR,448939,56117
OK,446698,55837
ERR,444624,55578
OK,439847,54980
OK,437865,54733
ERR,435310,54413
OK,429717,53714
ERR,427421,53427
OK,424884,53110
OK,422273,52784
OK,417921,52240
ERR,415699,51962
OK,413365,51670
OK,411181,51397
OK,408773,51096
OK,404551,50568
OK,402050,50256
OK,399958,49994
OK,397088,49636
OK,395087,49385
OK,392810,49101
ERR,390570,48821
OK,388051,48506
OK,385996,48249
OK,383422,47927
ERR,381181,47647
OK,378810,47351
ERR,376625,47078
OK,374477,46809
OK,372255,46531
OK,369699,46212
OK,367495,45936
OK,365143,45642
OK,362755,45344
OK,360532,45066
ERR,358107,44763
OK,355774,44471
OK,355811,44476
OK,353736,44217
OK,351422,43927
OK,348848,43606
OK,346496,43312
ERR,344255,43031
OK,343996,42999
ERR,342125,42765
OK,339551,42443
ERR,337089,42136
OK,334977,41872
OK,335033,41879
OK,332311,41538
OK,330292,41286
ERR,329107,41138
OK,328977,41122
ERR,326793,40849
OK,324163,40520
OK,322274,40284
OK,321588,40198
