OK,941043,117630
OK,504318,63039
OK,336632,42079
ERR,244483,30560
OK,210927,26365
OK,180946,22618
OK,156649,19581
OK,140186,17523
OK,128742,16092
OK,117242,14655
OK,109149,13643
OK,103057,12882
OK,96186,12023
OK,92501,11562
OK,89797,11224
OK,86353,10794
OK,84056,10507
OK,79241,9905
OK,76815,9601
OK,74556,9319
OK,71353,8919
OK,70815,8851
OK,67686,8460
OK,67204,8400
OK,29167,3645
OK,63963,7995
OK,64667,8083
OK,61556,7694
OK,62222,7777
OK,61167,7645
OK,60204,7525
OK,58093,7261
OK,57463,7182
OK,56408,7051
OK,56223,7027
OK,54612,6826
OK,54334,6791
OK,59760,7470
OK,52870,6608
OK,52223,6527
OK,50982,6372
OK,51223,6402
OK,49963,6245
OK,50722,6340
OK,50445,6305
OK,49630,6203
OK,49741,6217
OK,48686,6085
OK,52667,6583
OK,58149,7268
OK,52871,6608
OK,49982,6247
OK,51316,6414
OK,49390,6173
OK,50630,6328
OK,50482,6310
OK,49500,6187
OK,49278,6159
OK,48148,6018
OK,48056,6007
OK,17371,2171
OK,16685,2085
OK,16259,2032
OK,15889,1986
OK,36612,4576
OK,15592,1949
OK,15389,1923
OK,15556,1944
OK,15352,1919
OK,15297,1912
OK,15278,1909
OK,14519,1814
OK,14241,1780
OK,14203,1775
OK,14500,1812
OK,14167,1770
OK,13685,1710
OK,14000,1750
OK,13445,1680
OK,13667,1708
OK,13315,1664
OK,38426,4803
OK,13204,1650
OK,12648,1581
OK,12760,1595
OK,12426,1553
OK,12556,1569
OK,12870,1608
OK,12296,1537
OK,11945,1493
OK,12445,1555
OK,12222,1527
OK,12074,1509
OK,11722,1465
OK,11981,1497
OK,11722,1465
OK,11481,1435
OK,11389,1423
OK,11444,1430
OK,10908,1363
OK,11130,1391
OK,11315,1414
OK,11519,1439
OK,10926,1365
OK,11186,1398
OK,10852,1356
OK,11129,1391
OK,10648,1331
OK,10796,1349
OK,10481,1310
OK,10074,1259
OK,10630,1328
OK,10297,1287
OK,10463,1307
OK,10129,1266
OK,10000,1250
OK,10037,1254
OK,10001,1250
OK,9926,1240
OK,10019,1252
OK,9926,1240
OK,9907,1238
OK,36315,4539
OK,9481,1185
OK,9778,1222
OK,9370,1171
OK,9389,1173
OK,9389,1173
OK,9482,1185
OK,9389,1173
OK,9426,1178
OK,9259,1157
OK,9315,1164
OK,9129,1141
OK,9297,1162
