OK,943714,117964
OK,492782,61597
OK,332170,41521
OK,251910,31488
OK,204798,25599
OK,174224,21778
OK,151428,18928
OK,136020,17002
OK,122372,15296
OK,113649,14206
OK,102982,12872
OK,97798,12224
OK,89890,11236
OK,87926,10990
OK,80964,10120
OK,79131,9891
OK,77612,9701
OK,80964,10120
OK,72371,9046
OK,66760,8345
OK,65648,8206
OK,62575,7821
OK,62871,7858
OK,58279,7284
OK,58834,7354
OK,55797,6974
OK,56204,7025
OK,54575,6821
OK,53038,6629
OK,51890,6486
OK,53241,6655
OK,167075,20884
OK,51019,6377
OK,49037,6129
OK,48149,6018
OK,49149,6143
OK,45982,5747
OK,45964,5745
OK,45186,5648
OK,44537,5567
OK,62390,7798
OK,44168,5521
OK,43445,5430
OK,43093,5386
OK,41704,5213
OK,63519,7939
OK,42444,5305
OK,42667,5333
OK,41500,5187
OK,42963,5370
OK,41575,5196
OK,42815,5351
OK,41908,5238
OK,42685,5335
OK,43037,5379
OK,41852,5231
OK,42259,5282
OK,42481,5310
OK,42019,5252
OK,41296,5162
OK,16352,2044
OK,32870,4108
OK,16167,2020
OK,15445,1930
OK,15426,1928
OK,15056,1882
OK,15074,1884
OK,14704,1838
OK,15001,1875
OK,14352,1794
OK,14037,1754
OK,14075,1759
OK,13815,1726
OK,13981,1747
OK,13778,1722
OK,13945,1743
OK,13130,1641
OK,13407,1675
OK,12945,1618
OK,13186,1648
OK,12592,1574
OK,12593,1574
OK,12352,1544
OK,12297,1537
OK,12241,1530
OK,12315,1539
OK,11926,1490
OK,12093,1511
OK,12019,1502
OK,11518,1439
OK,11667,1458
OK,11426,1428
OK,11259,1407
OK,11185,1398
OK,11370,1421
OK,10778,1347
OK,11296,1412
OK,10852,1356
OK,10908,1363
OK,10482,1310
OK,11166,1395
OK,10259,1282
OK,10686,1335
OK,10241,1280
OK,10741,1342
OK,10556,1319
OK,9926,1240
OK,10167,1270
OK,9815,1226
OK,10018,1252
OK,9704,1213
OK,9889,1236
OK,9463,1182
OK,43334,5416
OK,9537,1192
OK,9889,1236
OK,9314,1164
OK,9519,1189
OK,9241,1155
OK,9203,1150
OK,9426,1178
OK,9001,1125
OK,9186,1148
OK,9092,1136
OK,9500,1187
OK,8592,1074
OK,8889,1111
OK,8648,1081
OK,9444,1180
OK,8500,1062
OK,8778,1097
OK,9204,1150
OK,9019,1127
OK,8259,1032
OK,8649,1081
OK,8167,1020
OK,8760,1095
OK,8518,1064
OK,8000,1000
OK,8796,1099
OK,8426,1053
OK,8704,1088
OK,7889,986
OK,8297,1037
OK,7833,979
OK,8093,1011
OK,33648,4206
OK,8315,1039
OK,7722,965
OK,8093,1011
OK,7537,942
OK,7741,967
OK,7759,969
OK,7741,967
OK,7796,974
OK,7463,932
OK,7685,960
OK,7408,926
OK,7500,937
OK,7370,921
OK,7463,932
OK,7111,888
OK,7297,912
OK,7352,919
OK,7333,916
OK,7037,879
OK,7611,951
OK,7000,875
OK,7148,893
OK,6926,865
OK,7259,907
ERR,7277,909
ERR,7148,893
OK,6926,865
OK,7240,905
ERR,6463,807
OK,6963,870
OK,6852,856
OK,7018,877
OK,6704,838
OK,6852,856
OK,7482,935
OK,6741,842
OK,7333,916
OK,6371,796
OK,6741,842
OK,6741,842
ERR,6926,865
OK,6333,791
ERR,6852,856
OK,6371,796
ERR,6519,814
OK,6482,810
ERR,6463,807
OK,6574,821
OK,6926,865
OK,6408,801
ERR,6667,833
OK,6518,814
OK,6222,777
OK,6556,819
ERR,6241,780
OK,6648,831
OK,6445,805
OK,6481,810
ERR,6167,770
ERR,6593,824
ERR,6407,800
ERR,5870,733
OK,6352,794
OK,6426,803
ERR,6111,763
OK,6370,796
ERR,6019,752
ERR,6426,803
ERR,6593,824
OK,6741,842
OK,6500,812
ERR,5908,738
ERR,6277,784
ERR,5944,743
ERR,6352,794
ERR,5926,740
ERR,6352,794
ERR,5871,733
ERR,6426,803
ERR,5796,724
ERR,6482,810
ERR,5908,738
